Gender,IsSenior,Married,Dependents,ClientMonths,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,Churn
male,0,no,yes,4,yes,fiber optic,no,yes,no,month-to-month,credit card (automatic),80.8,332.45,yes
male,0,no,no,23,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,20.85,473.9,no
female,1,no,no,6,yes,no,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),19.5,106.8,no
male,0,yes,yes,8,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.35,152.6,no
male,0,no,no,18,yes,dsl,yes,no,yes,month-to-month,mailed check,69.5,1199.4,no
male,1,no,no,52,yes,dsl,yes,no,yes,month-to-month,credit card (automatic),48.8,2555.05,no
male,0,no,no,31,yes,fiber optic,no,no,yes,month-to-month,electronic check,94.5,2979.2,no
male,0,yes,yes,29,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.65,654.85,no
female,0,yes,no,36,yes,fiber optic,yes,yes,no,two year,credit card (automatic),106.05,3834.4,no
female,0,yes,no,16,yes,fiber optic,no,no,yes,month-to-month,electronic check,100.0,1534.75,yes
male,0,yes,no,42,yes,fiber optic,no,yes,yes,one year,electronic check,108.3,4586.15,no
male,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,20.55,20.55,yes
female,0,no,no,60,yes,fiber optic,no,no,yes,two year,electronic check,99.65,5941.05,no
male,0,no,no,5,yes,fiber optic,no,no,no,month-to-month,electronic check,85.3,424.15,yes
male,0,yes,no,22,yes,fiber optic,yes,yes,yes,month-to-month,credit card (automatic),95.9,2234.95,no
male,0,yes,no,36,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.0,666.75,no
female,0,no,no,4,yes,fiber optic,no,no,no,month-to-month,electronic check,70.4,281.0,yes
male,0,no,no,9,yes,dsl,yes,yes,no,month-to-month,mailed check,64.95,547.8,no
male,0,yes,yes,1,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),74.6,74.6,no
male,0,yes,yes,12,yes,dsl,yes,no,no,month-to-month,electronic check,49.2,571.15,no
female,0,no,no,23,yes,dsl,no,yes,yes,one year,mailed check,73.75,1756.6,no
male,0,no,no,62,yes,fiber optic,yes,no,no,one year,bank transfer (automatic),92.3,5731.45,no
male,0,no,no,37,yes,fiber optic,no,yes,yes,month-to-month,bank transfer (automatic),98.8,3475.55,yes
female,0,no,no,8,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.2,156.85,no
male,0,yes,no,31,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),88.65,2683.2,no
male,0,yes,yes,13,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),74.4,896.75,yes
female,0,no,no,24,yes,fiber optic,no,no,yes,month-to-month,electronic check,98.75,2407.3,yes
male,0,yes,yes,45,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),95.95,4456.65,no
female,1,yes,no,69,yes,fiber optic,no,yes,yes,two year,credit card (automatic),105.4,6998.95,no
male,0,no,no,2,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.25,36.8,no
male,0,yes,yes,61,yes,fiber optic,yes,no,yes,one year,electronic check,106.0,6547.7,yes
male,0,no,no,41,yes,fiber optic,no,no,yes,month-to-month,electronic check,104.7,4346.4,yes
female,0,no,no,44,yes,dsl,no,no,yes,one year,electronic check,49.05,2265.0,no
male,0,no,no,39,yes,dsl,no,yes,no,one year,mailed check,35.55,1309.15,no
male,0,yes,yes,72,yes,dsl,yes,yes,yes,two year,credit card (automatic),65.1,4754.3,no
female,1,no,no,13,yes,fiber optic,no,no,yes,month-to-month,electronic check,96.85,1235.55,no
female,0,yes,yes,51,yes,dsl,yes,yes,no,one year,credit card (automatic),69.75,3562.5,no
female,1,yes,no,71,yes,fiber optic,no,no,yes,two year,electronic check,99.2,7213.75,no
male,1,no,no,22,yes,fiber optic,no,no,yes,month-to-month,electronic check,96.7,2082.95,yes
female,0,no,no,2,yes,dsl,no,yes,no,month-to-month,credit card (automatic),55.05,102.75,yes
female,0,no,no,56,yes,fiber optic,no,no,yes,one year,electronic check,106.8,5914.4,no
male,0,no,no,1,yes,dsl,yes,no,no,month-to-month,mailed check,51.25,51.25,no
female,0,yes,yes,23,yes,dsl,yes,yes,no,one year,mailed check,57.75,1282.85,no
female,1,yes,no,66,yes,dsl,no,no,yes,one year,bank transfer (automatic),70.85,4738.85,no
female,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.55,19.55,no
male,1,no,no,19,yes,fiber optic,no,no,yes,month-to-month,electronic check,88.2,1775.8,yes
male,0,no,no,11,yes,fiber optic,yes,no,no,month-to-month,bank transfer (automatic),79.5,795.65,no
female,0,yes,yes,8,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.75,145.0,yes
female,0,yes,yes,52,yes,fiber optic,yes,no,no,month-to-month,bank transfer (automatic),98.15,4993.4,no
male,0,no,no,3,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,20.25,61.45,no
female,0,yes,yes,51,yes,fiber optic,yes,no,no,month-to-month,bank transfer (automatic),79.15,4018.55,no
male,1,no,no,15,yes,fiber optic,no,no,no,month-to-month,electronic check,75.65,1146.65,yes
male,1,yes,no,64,yes,fiber optic,no,no,no,month-to-month,electronic check,94.25,6081.4,no
female,0,no,no,37,yes,dsl,no,no,no,month-to-month,credit card (automatic),40.2,1478.85,no
male,0,no,no,13,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.95,243.65,no
male,0,yes,no,49,yes,dsl,yes,no,no,one year,electronic check,55.35,2633.95,no
female,1,no,no,45,yes,fiber optic,no,no,yes,one year,bank transfer (automatic),102.15,4735.35,no
female,0,no,no,18,yes,fiber optic,no,no,no,month-to-month,electronic check,71.1,1247.75,no
male,1,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,74.7,74.7,yes
male,0,yes,no,68,yes,dsl,yes,no,yes,two year,bank transfer (automatic),54.1,3794.5,no
male,0,no,no,54,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.65,1008.7,no
female,1,yes,yes,23,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),88.45,2130.55,no
male,0,no,no,17,yes,fiber optic,no,no,no,month-to-month,electronic check,76.65,1313.55,yes
male,0,yes,no,71,yes,dsl,yes,yes,no,two year,credit card (automatic),80.4,5727.15,no
female,0,yes,yes,67,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.25,1372.9,no
female,0,yes,yes,14,yes,fiber optic,no,no,yes,month-to-month,electronic check,84.8,1203.9,no
female,1,no,no,1,yes,dsl,no,no,no,month-to-month,mailed check,25.8,25.8,yes
female,0,no,yes,63,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.5,1215.1,no
female,0,no,no,41,yes,dsl,no,yes,no,one year,electronic check,68.6,2877.05,no
female,0,yes,no,17,yes,fiber optic,no,no,yes,month-to-month,electronic check,92.6,1579.7,no
male,0,yes,no,56,yes,fiber optic,yes,no,yes,one year,electronic check,100.55,5514.95,no
female,0,no,no,5,yes,no,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),20.55,96.1,no
female,0,no,no,2,yes,dsl,yes,no,no,month-to-month,electronic check,42.6,72.4,yes
female,0,yes,no,3,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.6,55.25,no
male,0,no,no,37,yes,dsl,yes,yes,no,one year,electronic check,67.45,2443.3,no
female,0,no,no,29,yes,dsl,yes,no,no,month-to-month,bank transfer (automatic),68.85,1970.5,yes
male,0,no,no,8,yes,dsl,no,no,no,month-to-month,mailed check,43.55,335.4,no
female,0,no,no,63,yes,fiber optic,no,yes,yes,month-to-month,credit card (automatic),109.85,7002.95,no
female,0,yes,yes,7,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.65,158.95,no
female,0,no,no,3,yes,fiber optic,no,no,yes,month-to-month,electronic check,95.4,293.15,no
male,0,yes,yes,72,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),21.0,1493.75,no
female,0,no,no,19,yes,dsl,no,no,no,month-to-month,electronic check,56.2,1093.4,no
female,0,yes,no,59,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),18.4,1057.85,no
male,0,yes,yes,2,yes,fiber optic,no,yes,no,month-to-month,credit card (automatic),90.0,190.05,yes
female,0,yes,yes,35,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,25.75,882.55,no
male,0,no,no,14,yes,no,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),19.6,300.4,no
female,0,no,no,14,yes,fiber optic,no,no,no,month-to-month,electronic check,75.35,1025.95,yes
female,0,yes,yes,69,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.8,1436.95,no
male,1,yes,no,7,yes,dsl,yes,yes,no,month-to-month,electronic check,64.2,475.0,no
male,0,yes,yes,69,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),75.75,5388.15,no
female,0,yes,yes,72,yes,dsl,no,yes,yes,two year,electronic check,78.95,5730.15,no
male,0,no,no,8,yes,fiber optic,no,no,yes,month-to-month,electronic check,100.85,819.55,yes
female,0,yes,yes,4,yes,dsl,yes,no,no,month-to-month,electronic check,50.3,217.1,no
male,0,yes,yes,63,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),80.3,4896.35,no
male,0,no,no,72,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.85,1434.1,no
female,0,no,no,46,yes,no,no internet service,no internet service,no internet service,two year,electronic check,21.1,937.1,no
female,0,yes,no,5,yes,fiber optic,no,no,no,month-to-month,electronic check,69.95,330.15,yes
male,0,yes,no,30,yes,dsl,no,no,no,month-to-month,mailed check,50.0,1474.9,no
male,0,no,no,63,yes,fiber optic,no,no,yes,two year,bank transfer (automatic),104.75,6536.5,no
female,0,no,no,60,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.85,1128.1,no
female,0,yes,no,63,yes,fiber optic,no,no,yes,one year,electronic check,107.5,6873.75,yes
male,0,yes,yes,25,yes,fiber optic,no,yes,yes,month-to-month,electronic check,85.9,2199.05,no
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,mailed check,45.85,45.85,yes
male,1,yes,no,6,yes,fiber optic,no,no,no,month-to-month,electronic check,80.8,457.1,no
male,0,no,no,22,yes,no,no internet service,no internet service,no internet service,two year,mailed check,25.25,566.5,no
female,0,yes,yes,31,yes,dsl,no,yes,yes,two year,bank transfer (automatic),80.55,2471.6,no
female,0,yes,yes,39,yes,fiber optic,no,yes,no,month-to-month,bank transfer (automatic),81.5,3107.3,no
male,0,no,no,26,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.9,518.3,no
female,0,yes,no,53,yes,fiber optic,yes,no,yes,one year,bank transfer (automatic),106.1,5769.75,yes
female,0,no,no,1,yes,fiber optic,no,yes,yes,month-to-month,electronic check,91.7,91.7,yes
male,0,no,no,12,yes,dsl,yes,yes,no,month-to-month,electronic check,67.25,832.3,no
female,0,no,no,16,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),95.6,1555.65,yes
female,0,no,no,2,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.35,45.3,no
male,0,no,yes,39,yes,dsl,yes,yes,yes,one year,bank transfer (automatic),45.05,1790.6,no
male,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,74.95,74.95,yes
female,0,yes,yes,7,yes,dsl,yes,yes,no,month-to-month,mailed check,34.65,246.6,no
male,1,no,no,4,yes,fiber optic,no,no,no,month-to-month,electronic check,69.35,261.65,no
male,1,no,no,10,yes,fiber optic,no,no,yes,month-to-month,electronic check,95.35,898.35,yes
female,0,no,no,55,yes,fiber optic,no,no,no,month-to-month,electronic check,81.55,4509.5,no
male,0,yes,yes,72,yes,dsl,no,no,yes,two year,bank transfer (automatic),75.4,5480.25,no
female,0,yes,no,10,yes,dsl,no,no,yes,month-to-month,credit card (automatic),67.8,653.15,no
male,1,no,no,11,yes,fiber optic,no,yes,yes,month-to-month,electronic check,111.4,1183.05,no
female,0,yes,yes,15,yes,dsl,no,no,no,month-to-month,electronic check,46.3,639.45,no
female,0,yes,yes,23,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.4,478.75,no
male,0,no,yes,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.05,20.05,no
female,1,no,no,3,yes,dsl,no,no,no,month-to-month,electronic check,45.0,127.1,yes
male,0,yes,yes,47,yes,fiber optic,yes,no,no,one year,electronic check,96.1,4391.45,no
female,0,no,yes,15,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.65,270.6,no
male,0,no,no,66,yes,fiber optic,no,no,yes,month-to-month,electronic check,99.5,6710.5,yes
female,1,yes,no,68,yes,dsl,no,yes,no,one year,bank transfer (automatic),60.65,3975.9,no
female,0,yes,yes,17,yes,fiber optic,no,yes,yes,one year,bank transfer (automatic),98.6,1704.95,yes
female,0,no,no,7,yes,dsl,no,yes,yes,month-to-month,mailed check,59.5,415.95,yes
male,1,yes,no,12,yes,fiber optic,no,no,no,month-to-month,electronic check,80.45,950.2,yes
female,1,yes,no,21,yes,dsl,no,no,no,one year,bank transfer (automatic),71.7,1497.05,no
male,0,no,no,21,yes,dsl,no,yes,no,month-to-month,mailed check,36.0,780.15,no
female,0,yes,yes,56,yes,dsl,yes,no,yes,one year,bank transfer (automatic),65.2,3512.15,no
female,0,yes,yes,6,yes,dsl,no,no,no,month-to-month,credit card (automatic),48.95,273.25,no
female,1,no,no,65,yes,dsl,no,no,yes,two year,bank transfer (automatic),53.5,3517.9,no
male,0,yes,no,42,yes,dsl,yes,yes,yes,one year,credit card (automatic),80.45,3375.9,no
female,0,yes,yes,68,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),109.05,7508.55,no
male,0,yes,yes,48,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),26.3,1245.05,no
female,1,no,no,50,yes,fiber optic,no,yes,yes,one year,electronic check,106.8,5347.95,no
female,1,no,no,7,yes,dsl,no,no,yes,month-to-month,electronic check,64.95,493.65,no
female,0,yes,yes,63,yes,no,no internet service,no internet service,no internet service,two year,electronic check,19.35,1263.85,no
male,0,no,no,17,yes,no,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),21.1,385.55,no
female,0,yes,yes,42,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),77.95,3384.0,yes
male,0,yes,yes,4,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,18.85,84.2,no
female,0,no,yes,62,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),26.0,1638.7,no
male,1,no,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,74.7,165.4,yes
female,0,yes,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,70.35,120.25,no
male,0,yes,no,48,yes,fiber optic,yes,no,yes,two year,bank transfer (automatic),96.9,4473.45,no
male,0,yes,no,27,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.55,520.55,no
female,0,yes,yes,70,yes,dsl,no,yes,yes,two year,bank transfer (automatic),80.4,5717.85,no
male,1,no,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,88.8,88.8,yes
male,0,yes,no,46,yes,fiber optic,no,no,yes,one year,electronic check,94.65,4312.5,no
male,0,no,no,30,yes,fiber optic,no,no,yes,month-to-month,electronic check,90.25,2755.35,yes
female,0,no,no,15,yes,dsl,yes,no,no,month-to-month,bank transfer (automatic),64.65,994.55,yes
male,0,yes,yes,69,yes,fiber optic,no,no,yes,one year,credit card (automatic),95.75,6511.25,no
male,0,no,no,65,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.55,1218.65,no
male,1,yes,yes,72,yes,fiber optic,yes,yes,yes,two year,credit card (automatic),104.1,7447.7,no
male,1,yes,no,13,yes,fiber optic,no,yes,no,month-to-month,bank transfer (automatic),89.05,1169.35,yes
male,0,no,no,17,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.1,279.5,no
male,0,yes,no,51,yes,fiber optic,yes,yes,yes,one year,electronic check,111.55,5720.35,no
male,0,yes,yes,51,yes,dsl,yes,yes,no,two year,credit card (automatic),60.5,3121.45,no
female,0,yes,no,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),90.95,6468.6,no
male,0,yes,yes,67,yes,fiber optic,no,no,no,one year,electronic check,87.4,5918.8,yes
male,0,no,no,34,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.7,675.6,no
male,0,yes,no,67,yes,dsl,yes,yes,no,two year,bank transfer (automatic),50.95,3521.7,no
female,0,yes,no,49,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),20.05,923.1,no
male,0,yes,yes,53,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.4,1110.35,no
male,0,no,no,27,yes,dsl,no,yes,no,month-to-month,electronic check,59.45,1611.65,no
female,1,no,no,23,yes,fiber optic,no,no,yes,month-to-month,electronic check,94.75,2293.6,yes
male,0,no,no,69,yes,dsl,yes,yes,no,two year,credit card (automatic),81.5,5553.25,no
female,0,yes,yes,2,yes,dsl,no,yes,no,month-to-month,bank transfer (automatic),29.05,44.75,no
female,0,no,no,35,yes,fiber optic,no,no,yes,month-to-month,electronic check,86.45,3029.1,yes
female,0,yes,no,46,yes,dsl,yes,yes,no,one year,mailed check,70.6,3231.05,no
female,0,no,no,54,yes,fiber optic,no,no,yes,two year,bank transfer (automatic),97.2,5129.45,no
female,0,yes,no,56,yes,fiber optic,no,no,yes,one year,electronic check,98.25,5508.35,yes
